Employee ID,Employee Name,Gender,Email,Band,Date Of Joining,Status,Contact No.,Reporting Manager,Reportees,Tech Area,Project info,\n
210143,KODURI KONDAREDDY,F,kondareddy.koduri@thundersoft.com,E1,22-08-2019,Resignation,9822561451,BATHULA TULASI MAHALAKSHMI  [0210317],SRIKANTH CHATRADIPALLI   [0210055],C - DS -OS  GIT,resigned,\n
210144,NIMMALA SAMPATH,F,nimmala.sampath@thundersoft.com,E1,26-08-2019,Active,9822561452,TELLAPATI REDDAIAH   [0210154],ASISH RANJAN MUNI   [0210100],C - DS -OS ADB GIT Basic LDD Audio,resigned,\n
210146,SAMPATH GOPATHI,M,gopathi.sampath@thundersoft.com,E3,03-09-2019,Active,9822561453,SACHIN BHAYARE   [0210001],SACHIN BHAYARE   [0210001],C - DS -OS  GIT,QC-HYD,\n
210147,GANAPATHIRAJU SARATH VARMA,M,sarath.varma@thundersoft.com,E2,05-09-2019,Resignation,9822561454,SIVARAM KUPPA   [0210110],VAGEESWARI PANCHAGNULA   [0210151],C - DS -OS  GIT,GIT C - DS -OS ,\n
210148,ANURAG SHARMA,M,anurag.sharma@thundersoft.com,E3,09-09-2019,Active,9822561455,AKELLA PRASANNA KUMAR [0210108],KALYANI POLEPEDDY   [0210167],C - DS -OS  ADB GIT Basic LDD Camera,Onboarded,\n
210149,MONIKA ALEKHYA BOMMISETTI,F,monika.bommisetti@thundersoft.com,E3,09-09-2019,Active,9822561456,SIVARAM KUPPA   [0210110],VAGEESWARI PANCHAGNULA   [0210151],C - DS -OS  GIT,Visteon Audio,\n
210150,KESHOJU ALEKYA,M,alekya.keshoju@thundersoft.com,E1,09-09-2019,Active,9822561457,SRIKANTH CHATRADIPALLI   [0210055],SACHIN BHAYARE   [0210001],C - DS -OS  GIT,QC-HYD,\n
210151,VAGEESWARI PANCHAGNULA,F,vageeswari.panchagnula@thundersoft.com,E3,09-09-2019,Active,9822561458,SIVARAM KUPPA   [0210110],SIVARAM KUPPA   [0210110],C - DS -OS  Basic LDD Audio Video,QC-HYD,\n
210153,MUSARRAT AFRIN,M,afrin.musarrat@thundersoft.com,E1,09-10-2019,Active,9822561459,DURYODANULA ANIL KUMAR   [0210088],AKELLA PRASANNA KUMAR [0210108],C - DS -OS  Basic LDD  Audio,QC-HYD,\n
210154,TELLAPATI REDDAIAH,M,naidu@thundersoft.com,E5,10-10-2019,Active,9822561460,SUDHARANI PILLAI  [014121],KALYANI POLEPEDDY   [0210167],C - DS -OS  Basic LDD,Mavenir,\n
210155,SHUBHRAJIT LAHIRI,M,shubhrajit.lahiri@thundersoft.com,E2,29-10-2019,Resignation,9822561461,ANURAG SHARMA   [0210148],VAGEESWARI PANCHAGNULA   [0210151],C - DS -OS  Basic LDD  Audio,Visteon Audio,\n
210156,PANICKER HARISH,M,harish.panicker@thundersoft.com,E2,04-11-2019,Resignation,9822561462,CHINTALA YOUGHANDHAR   [0210189],Ravi Kumar Gupta  [0210289],C - DS -OS  Jenkins Pyth Perl B&I,Micron,\n
210157,UPPARI KRANTHI KUMAR,,kranthi.uppari@thundersoft.com,E2,04-11-2019,Resignation,9822561463,VAGEESWARI PANCHAGNULA   [0210151],BALARAMU NAIDU   [0210058],C - DS -OS  Basic LDD,QC-HYD,\n
210158,GUHAN SREEJA,F,sreeja.guhan@thundersoft.com,E6,04-11-2019,Resignation,9822561464,VAGEESWARI PANCHAGNULA   [0210151],DURYODANULA ANIL KUMAR   [0210088],C - DS -OS  Basic LDD  BSP,QC-HYD,\n
210159,SHUBHANGI SHASHIKANT JOSHI,F,shubhangi.joshi@thundersoft.com,E2,04-11-2019,Active,9822561465,AKELLA PRASANNA KUMAR [0210108],SOUMYA RANJAN SUTAR   [0210169],C - DS -OS  Basic LDD,Team Change,\n
210160,KOMAL CHANDRAKANT BANKAR,F,komal.bankar@thundersoft.com,E6,04-11-2019,Resignation,9822561466,VAGEESWARI PANCHAGNULA   [0210151],KARNATI NAGESWARA REDDY [0210171],C - DS -OS  Basic LDD,Onboarded,\n
210161,KONDEKAR PREKSHA VIKAS,M,preksha.kondekar@thundersoft.com,E6,04-11-2019,Resignation,9822561467,VAGEESWARI PANCHAGNULA   [0210151],CHINTALA YOUGHANDHAR   [0210189],C - DS -OS  GIT ADB Python,QC-HYD,\n
210162,GUBBA VENKATA LAKSHMI NARAYANA,M,narayana.gubba@thundersoft.com,E3,06-11-2019,Resignation,9822561468,BALARAMU NAIDU   [0210058],BATHULA TULASI MAHALAKSHMI  [0210317],C - DS -OS  GIT,Mavenir,\n
210164,PAVAN KUMAR RAJOLE,M,rajole.pavan@thundersoft.com,E2,25-11-2019,Resignation,9822561469,BALARAMU NAIDU   [0210058],SACHIN BHAYARE   [0210001],C - DS -OS  GIT  ADB Python,QC-HYD,\n
210165,MAREM BHAGYA LAKSHMI DEVI,F,bhagya.marem@thundersoft.com,E2,25-11-2019,Active,9822561470,SIVARAM KUPPA   [0210110],VIJAY KRISHNA NIVARTHI   [0210212],C - DS -OS   GIT  ADB Python Perl,Visteon Audio,\n
210166,ZAMBRAE ASHLESHA CHANDRAGUPT,F,ashlesha.zambre@thundersoft.com,E1,25-11-2019,Active,9822561471,SRIKANTH CHATRADIPALLI   [0210055],Ravi Kumar Gupta  [0210289],C - DS -OS  GIT  ADB Python Modem Basics embedded concepts in DD,Team Change,\n
210167,KALYANI POLEPEDDY,F,kalyani.polepeddy@thundersoft.com,E5,25-11-2019,Active,9822561472,SIVARAM KUPPA   [0210110],SOUMYA RANJAN SUTAR   [0210169],C - DS -OS   GIT,QC-HYD,\n
210168,BOLISETTY HEMALATHA,F,hemalatha.bolisetty@thundersoft.com,E1,27-11-2019,Active,9822561473,Ravi Kumar Gupta  [0210289],KALYANI POLEPEDDY   [0210167],C - DS -OS   GIT,QC-HYD,\n
210169,SOUMYA RANJAN SUTAR,F,soumya.sutar@thundersoft.com,E5,02-12-2019,Active,9822561474,VIJAY KRISHNA NIVARTHI   [0210212],FARIDA M   [0210179],C - DS -OS  Basic LDD GIT  Audio,Onboarded,\n
210171,KARNATI NAGESWARA REDDY,F,nageswara.karnati@thundersoft.com,E5,12-12-2019,Active,9822561475,SUDHARANI PILLAI  [014121],VAGEESWARI PANCHAGNULA   [0210151],C - DS -OS  GIT,Team Change,\n
210172,ALEKHYA DYAVANAPELLY,M,alekhya.dyavanapelly@thundersoft.com,E1,01-10-2020,Resignation,9822561476,SRIKANTH CHATRADIPALLI   [0210055],KARNATI NAGESWARA REDDY [0210171],C - DS -OS  GIT,QC-HYD,\n
210174,BOLISETTI SIRILAKSHMI,F,sirilakshmi.bolisetti@thundersoft.com,E1,23-12-2019,Active,9822561477,FARIDA M   [0210179],SIVARAM KUPPA   [0210110],C - DS -OS  GIT,TEAM CHANGE,\n
210175,MATTA JAYARAM,M,jayaram.matta@thundersoft.com,E3,26-12-2019,Resignation,9822561478,BALARAMU NAIDU   [0210058],AKELLA PRASANNA KUMAR [0210108],C - DS -OS  ADB GIT Basic LDD,QC-HYD,\n
210176,KARNEKOTA SATISH KUMAR,M,satish.karnekota@thundersoft.com,E2,26-12-2019,Resignation,9822561479,DURYODANULA ANIL KUMAR   [0210088],DURYODANULA ANIL KUMAR   [0210088],C - DS -OS  GIT,QC-HYD,\n
210177,CHAITANYA SWAROOP JUTURI,M,chaitanya.juturi@thundersoft.com,E2,02-01-2020,Active,9822561480,SRIKANTH CHATRADIPALLI   [0210055],BALARAMU NAIDU   [0210058],C - DS -OS  GIT,Bench,\n
210178,NEERAJ KUMAR,M,neeraj.kumar@thundersoft.com,E3,02-01-2020,Resignation,9822561481,SUDHARANI PILLAI  [014121],FARIDA M   [0210179],C - DS -OS  GIT,Visteon Audio,\n
210179,FARIDA M,F,farida.m@thundersoft.com,E3,03-01-2020,Active,9822561482,AKELLA PRASANNA KUMAR [0210108],SIVARAM KUPPA   [0210110],C - DS -OS ADB GIT Basic LDD Audio,Bench,\n
210180,POLISETTY TEJASWI,F,tejaswi.polisetty@thundersoft.com,E6,06-01-2020,Resignation,9822561483,DURYODANULA ANIL KUMAR   [0210088],DURYODANULA ANIL KUMAR   [0210088],C - DS -OS  GIT,QC-HYD,\n
210182,PHANIDAPU NAGA VARA PRASAD,M,varaprasad.naga@thundersoft.com,E1,20-01-2020,Active,9822561484,PRAVEEN KUMAR MOPARTHI   [0210129],BALARAMU NAIDU   [0210058],C - DS -OS  GIT,Bench,\n
210183,DANGETI SHANMUKHA SURESH,M,dangeti.suresh@thundersoft.com,E2,20-01-2020,Active,9822561485,SOUMYA RANJAN SUTAR   [0210169],BATHULA TULASI MAHALAKSHMI  [0210317],C - DS -OS  ADB GIT Basic LDD Camera,Micron,\n
210184,ANKUR TYAGI,M,ankur@thundersoft.com,E5,20-01-2020,Active,9822561486,SUDHARANI PILLAI  [014121],FARIDA M   [0210179],C - DS -OS  GIT,Visteon Audio,\n
210186,DADAGOUDA BIRADAR,M,biradar.dadagouda@thundersoft.com,E4,05-02-2020,Resignation,9822561487,SUDHARANI PILLAI  [014121],VAGEESWARI PANCHAGNULA   [0210151],C - DS -OS  GIT,Resigned,\n
210187,ANURADHA BATHINA,F,battina.anuradha@thundersoft.com,E3,05-02-2020,Active,9822561488,TELLAPATI REDDAIAH   [0210154],BALARAMU NAIDU   [0210058],C - DS -OS  Basic LDD Audio Video,Mavenir,\n
210188,MAREPALLY SANDEEP REDDY,M,marepally.sandeep@thundersoft.com,E1,10-02-2020,Resignation,9822561489,SOUMYA RANJAN SUTAR   [0210169],AKELLA PRASANNA KUMAR [0210108],C - DS -OS  Basic LDD  Audio,Micron,\n
210189,CHINTALA YOUGHANDHAR,M,youghandhar.chintala@thundersoft.com,E3,12-02-2020,Active,9822561490,BALARAMU NAIDU   [0210058],KALYANI POLEPEDDY   [0210167],C - DS -OS  Basic LDD,QC-HYD,\n
210190,DUMPETI SATHISH KUMAR,F,dumpeti.sathish@thundersoft.com,E3,17-02-2020,Resignation,9822561491,KARNATI NAGESWARA REDDY [0210171],FARIDA M   [0210179],C - DS -OS  Basic LDD  Audio,Team Change,\n
210193,KASI NAGESH GOPARAJU,M,kasi.nagesh@thundersoft.com,E3,18-03-2020,Active,9822561492,BATHULA TULASI MAHALAKSHMI  [0210317],SACHIN BHAYARE   [0210001],C - DS -OS  Jenkins Pyth Perl B&I,Mavenir,\n
210194,SIDDALINGESH KOOSALAPUR,M,siddalingesh.k@thundersoft.com,E3,02-04-2020,Active,9822561493,KARNATI NAGESWARA REDDY [0210171],KALYANI POLEPEDDY   [0210167],C - DS -OS  Basic LDD,QC-HYD,\n
210195,RAMA GOWTHAM MANDAPATI,M,gowtham.mandapati@thundersoft.com,E5,20-04-2020,Active,9822561494,ANURADHA KORRAPATI   [0210002],AKELLA PRASANNA KUMAR [0210108],C - DS -OS  Basic LDD  BSP,QC-HYD,\n
210196,GUNTA VENKATA PHANENDRA,M,phanendra.gunta@thundersoft.com,E1,21-04-2020,Resignation,9822561495,RAJ KUMAR THAVTI  [0210298],FARIDA M   [0210179],C - DS -OS  Basic LDD,Micron,\n
210197,MOHAMMAD JOHNY SHAIK,M,johny.shaik@thundersoft.com,E3,23-04-2020,Active,9822561496,SIVARAM KUPPA   [0210110],DURYODANULA ANIL KUMAR   [0210088],C - DS -OS  Basic LDD,QC-HYD,\n
210198,ABHILASH KUMAR S,M,abhilash.kumar@thundersoft.com,E3,04-05-2020,Active,9822561497,KARNATI NAGESWARA REDDY [0210171],BATHULA TULASI MAHALAKSHMI  [0210317],C - DS -OS  Basic LDD Audio Video,Visteon Audio,\n
210199,VARUN HS,M,varun.hs@thundersoft.com,E1,12-05-2020,Resignation,9822561498,MONIKA ALEKHYA BOMMISETTI   [0210149],BALARAMU NAIDU   [0210058],C - DS -OS  Basic LDD  Audio,Onboarded,\n
210200,VENKATARAMAN NERELLAPALLI,M,venkataraman@thundersoft.com,E5,20-05-2020,Resignation,9822561499,AKELLA PRASANNA KUMAR [0210108],BATHULA TULASI MAHALAKSHMI  [0210317],C - DS -OS  Basic LDD,Visteon Audio,\n
210201,KAVYA CHANDRAN,F,kavya.chandran@thundersoft.com,E2,08-06-2020,Active,9822561500,SRIKANTH CHATRADIPALLI   [0210055],KALYANI POLEPEDDY   [0210167],C - DS -OS  Basic LDD  Audio,QC-HYD,\n
210202,SAIRAM BANDIKANTI,M,sairam.bandikanti@thundersoft.com,E1,15-06-2020,Active,9822561501,MONIKA ALEKHYA BOMMISETTI   [0210149],SACHIN BHAYARE   [0210001],C - DS -OS  Jenkins Pyth Perl B&I,QC-HYD,\n
210203,ANIRUDH GUDIPATI,M,anirudh.gudipati@thundersoft.com,E5,15-06-2020,Active,9822561502,ANURADHA KORRAPATI   [0210002],FARIDA M   [0210179],C - DS -OS  Basic LDD,QC-HYD,\n
210204,AKETI SRIRAM KUMAR,M,sriram.aketi@thundersoft.com,E1,13-07-2020,Resignation,9822561503,SIVARAM KUPPA   [0210110],VAGEESWARI PANCHAGNULA   [0210151],C - DS -OS  Basic LDD  BSP,Mavenir,\n
210205,HARISH VIYYAPU,M,viyyapu.harish@thundersoft.com,E2,14-08-2020,Resignation,9822561504,CHINTALA YOUGHANDHAR   [0210189],KALYANI POLEPEDDY   [0210167],C - DS -OS  Basic LDD,Visteon Audio,\n
210206,NARAYANA MURTHY NAIDU,M,narayana.naidu@thundersoft.com,E1,01-09-2020,Active,9822561505,SIVARAM KUPPA   [0210110],AKELLA PRASANNA KUMAR [0210108],C - DS -OS  Basic LDD,Micron,\n
210208,SOMALA JAYA DEEPIKA,F,deepika.somala@thundersoft.com,E1,21-09-2020,Active,9822561506,ASISH RANJAN MUNI   [0210100],SACHIN BHAYARE   [0210001],C - DS -OS  GIT ADB Python,QC-HYD,\n
210209,SAIPRASAD PASCHAPUR,M,saiprasad.paschapur@thundersoft.com,E1,28-09-2020,Active,9822561507,ASISH RANJAN MUNI   [0210100],DURYODANULA ANIL KUMAR   [0210088],C - DS -OS  GIT,QC-HYD,\n
210210,KOMMANA YASHWANT,M,yashwant.kommana@thundersoft.com,E2,14-10-2020,Active,9822561508,BATHULA TULASI MAHALAKSHMI  [0210317],BALARAMU NAIDU   [0210058],C - DS -OS  GIT  ADB Python,Team Change,\n
210211,SEGIREDDY RANGA NAGESWARA REDDY,M,ranga.nageswar@thundersoft.com,E1,21-10-2020,Resignation,9822561509,ASISH RANJAN MUNI   [0210100],VAGEESWARI PANCHAGNULA   [0210151],C - DS -OS   GIT  ADB Python Perl,Onboarded,\n
210212,VIJAY KRISHNA NIVARTHI,M,vijay.krishna@thundersoft.com,E5,21-10-2020,Active,9822561510,SUDHARANI PILLAI  [014121],FARIDA M   [0210179],C - DS -OS  GIT  ADB Python Modem Basics embedded concepts in DD,QC-HYD,\n
210213,DEVARAPALLI HARIPRIYANKA,F,haripriyanka.devarapalli@thundersoft.com,E1,16-02-2021,Active,9822561511,BABJI DUGGIRALA   [0210128],SACHIN BHAYARE   [0210001],C - DS -OS   GIT,Mavenir,\n
210214,SABEENA DILSHAD,F,sabeena.dilshad@thundersoft.com,E1,16-02-2021,Active,9822561512,PRAVEEN KUMAR MOPARTHI   [0210129],DURYODANULA ANIL KUMAR   [0210088],C - DS -OS   GIT,QC-HYD,\n
210215,SIVAPARVATHI CHINTHANABOYINA,F,sivaparvathi.c@thundersoft.com,E2,29-10-2020,Resignation,9822561513,DURYODANULA ANIL KUMAR   [0210088],SRIKANTH CHATRADIPALLI   [0210055],C - DS -OS  Basic LDD GIT  Audio,Visteon Audio,\n
210218,JYOTHSNA JINAGA,F,jyothsna.jinaga@thundersoft.com,E1,16-02-2021,Active,9822561514,SRIKANTH CHATRADIPALLI   [0210055],SACHIN BHAYARE   [0210001],C - DS -OS  GIT,Team Change,\n
210219,SIBIN BALAKRISHNAN,M,sibin.b@thundersoft.com,E3,09-11-2020,Termination,9822561515,SACHIN BHAYARE   [0210001],MAHENDER MUDUPU   [0210031],C - DS -OS  GIT,QC-HYD,\n
210220,KHUSHAL BAWANKAR,M,khushal.bawankar@thundersoft.com,E2,06-01-2021,Active,9822561516,MAHENDER MUDUPU   [0210031],VIKAS REDDY   [0210022],C - DS -OS  GIT,QC-HYD,\n
210221,BHARATH N,M,bharath.n@thundersoft.com,E2,06-01-2021,Active,9822561517,VIKAS REDDY   [0210022],KARNATI NAGESWARA REDDY [0210171],C - DS -OS  ADB GIT Basic LDD,Onboarded,\n
210222,KAYNAT PANWALA,M,kaynat.panwala@thundersoft.com,E1,18-01-2021,Active,9822561518,KARNATI NAGESWARA REDDY [0210171],KARNATI NAGESWARA REDDY [0210171],C - DS -OS  GIT,Team Change,\n
210223,SUSHIL S HIREMATH,M,sushil.hiremath@thundersoft.com,E3,18-01-2021,Resignation,9822561519,KARNATI NAGESWARA REDDY [0210171],ANURADHA KORRAPATI   [0210002],C - DS -OS  GIT,QC-HYD,\n
210225,CHINTALA VANAJA,F,vanaja.chintala@thundersoft.com,E4,22-02-2021,Active,9822561520,ANURADHA KORRAPATI   [0210002],SIVARAM KUPPA   [0210110],C - DS -OS  GIT,TEAM CHANGE,\n
210226,VANGANUR SUJITH KUMAR REDDY,M,sujith.vanganur@thundersoft.com,E1,24-02-2021,Resignation,9822561521,SIVARAM KUPPA   [0210110],AKELLA PRASANNA KUMAR [0210108],C - DS -OS ADB GIT Basic LDD Audio,QC-HYD,\n
210227,SABEER HUSSAIN MOHAMMAD,M,sabeer.hussain@thundersoft.com,E3,26-02-2021,Resignation,9822561522,AKELLA PRASANNA KUMAR [0210108],SRIKANTH CHATRADIPALLI   [0210055],C - DS -OS  Basic LDD Audio Video,QC-HYD,\n
210228,S DEIVA GANESAN,M,ganesan.deiva@thundersoft.com,E1,08-03-2021,Active,9822561523,SRIKANTH CHATRADIPALLI   [0210055],SIDDALINGESH KOOSALAPUR   [0210194],C - DS -OS  Basic LDD  Audio,Bench,\n
210229,Akshay V Bhosale,M,akshay.bhosale@thundersoft.com,E2,08-03-2021,Resignation,9822561524,SIDDALINGESH KOOSALAPUR   [0210194],DURYODANULA ANIL KUMAR   [0210088],C - DS -OS  Basic LDD,Visteon Audio,\n
210230,JANAKIRAMAN,M,janakiraman.s@thundersoft.com,E2,23-08-2021,Active,9822561525,DURYODANULA ANIL KUMAR   [0210088],CHINTALA YOUGHANDHAR   [0210189],C - DS -OS  Basic LDD  Audio,Bench,\n
210231,GOPU AKHILA,M,akhila.gopu@thundersoft.com,E2,11-03-2021,Resignation,9822561526,CHINTALA YOUGHANDHAR   [0210189],VAGEESWARI PANCHAGNULA   [0210151],C - DS -OS  Jenkins Pyth Perl B&I,QC-HYD,\n
210233,VIGNAN POGU,M,vignan.pogu@thundersoft.com,E6,12-04-2021,Termination,9822561527,VAGEESWARI PANCHAGNULA   [0210151],SRIKANTH CHATRADIPALLI   [0210055],C - DS -OS  Basic LDD,Bench,\n
210234,GELLI SRAVANTHI,F,sravanthi.gelli@thundersoft.com,E2,10-05-2021,Active,9822561528,SRIKANTH CHATRADIPALLI   [0210055],AKELLA PRASANNA KUMAR [0210108],C - DS -OS  Basic LDD  BSP,Micron,\n
210235,NAVEEN NARASIMHA M,M,naveen.narasimha@thundersoft.com,E3,17-05-2021,Active,9822561529,AKELLA PRASANNA KUMAR [0210108],DURYODANULA ANIL KUMAR   [0210088],C - DS -OS  Basic LDD,Visteon Audio,\n
210237,DAMERLA HIMA NAGA SRAVYA SREE,F,sravya.damerla@thundersoft.com,E1,31-05-2021,Resignation,9822561530,DURYODANULA ANIL KUMAR   [0210088],AKELLA PRASANNA KUMAR [0210108],C - DS -OS  Basic LDD,Resigned,\n
210238,Amit shivsamab Kasnale,M,amit.kasnale@thundersoft.com,E1,07-06-2021,Resignation,9822561531,AKELLA PRASANNA KUMAR [0210108],DURYODANULA ANIL KUMAR   [0210088],C - DS -OS  GIT ADB Python,Mavenir,\n
210239,K HITESH REDDY,M,hitesh.kanala@thundersoft.com,E6,07-06-2021,Resignation,9822561532,DURYODANULA ANIL KUMAR   [0210088],BATHULA TULASI MAHALAKSHMI  [0210317],C - DS -OS  GIT,Micron,\n
210240,Gajanan Shridhar Bhat,M,gajanan.bhat@thundersoft.com,E1,07-06-2021,Active,9822561533,BATHULA TULASI MAHALAKSHMI  [0210317],VIKAS REDDY   [0210022],C - DS -OS  GIT  ADB Python,QC-HYD,\n
210242,KRISHNAKRIPA P H,F,krishnakripa.ph@thundersoft.com,E1,10-06-2021,Active,9822561534,VIKAS REDDY   [0210022],Ashok Phour  [0210309],C - DS -OS   GIT  ADB Python Perl,Team Change,\n
210243,KODIMALA SATISH REDDY,M,satishreddy.kodimala@thundersoft.com,E2,14-06-2021,Active,9822561535,Ashok Phour  [0210309],VIKAS REDDY   [0210022],C - DS -OS  GIT  ADB Python Modem Basics embedded concepts in DD,Mavenir,\n
210245,VAIBHAV RANJAN LAWANDE,M,vaibhav.lawande@thundersoft.com,E2,21-06-2021,Active,9822561536,VIKAS REDDY   [0210022],SRIKANTH CHATRADIPALLI   [0210055],C - DS -OS   GIT,QC-HYD,\n
210246,Arvind Kumar Panchal,M,arvind.panchal@thundersoft.com,E1,28-06-2021,Resignation,9822561537,SRIKANTH CHATRADIPALLI   [0210055],VIJAY KRISHNA NIVARTHI   [0210212],C - DS -OS   GIT,QC-HYD,\n
210247,FARHANA,F,farhana.shaik@thundersoft.com,E2,28-06-2021,Active,9822561538,VIJAY KRISHNA NIVARTHI   [0210212],KARNATI NAGESWARA REDDY [0210171],C - DS -OS  Basic LDD GIT  Audio,Micron,\n
210248,GOBBURI DILEEP REDDY,M,dileep.gobburi@thundersoft.com,E2,29-06-2021,Active,9822561539,KARNATI NAGESWARA REDDY [0210171],KALYANI POLEPEDDY   [0210167],C - DS -OS  GIT,QC-HYD,\n
210249,DIPA RAMESH MANTRE,F,dipa.mantre@thundersoft.com,E2,29-06-2021,Active,9822561540,KALYANI POLEPEDDY   [0210167],SOUMYA RANJAN SUTAR   [0210169],C - DS -OS  GIT,Visteon Audio,\n
210250,A SHIVA NIRANJAN,M,shiva.niranjan@thundersoft.com,E1,01-07-2021,Active,9822561541,SOUMYA RANJAN SUTAR   [0210169],SHANTHI SINDHU   [0210030],C - DS -OS  GIT,Mavenir,\n
210251,VETURI SAMEER,M,sameer.veturi@thundersoft.com,E1,01-07-2021,Resignation,9822561542,SHANTHI SINDHU   [0210030],SRIVALLI OGURI   [0210023],C - DS -OS  ADB GIT Basic LDD,resigned,\n
210253,PEYYALA ROSHINI,F,roshini.peyyala@thundersoft.com,E2,02-08-2021,Active,9822561543,SRIVALLI OGURI   [0210023],KALYANI POLEPEDDY   [0210167],C - DS -OS  GIT,Visteon Audio,\n
210254,HEGDE AKSHAY VINAYAKA,M,hegde.akshay@thundersoft.com,E2,02-08-2021,Active,9822561544,KALYANI POLEPEDDY   [0210167],SHANTHI SINDHU   [0210030],C - DS -OS  GIT,Team Change,\n
210255,MANJUNATHA N,M,manjunatha.n@thundersoft.com,E2,02-08-2021,Active,9822561545,SHANTHI SINDHU   [0210030],VAGEESWARI PANCHAGNULA   [0210151],C - DS -OS  GIT,QC-HYD,\n
210256,RAJAT NAZARE,M,rajat.nazare@thundersoft.com,E6,02-08-2021,Resignation,9822561546,VAGEESWARI PANCHAGNULA   [0210151],KALYANI POLEPEDDY   [0210167],C - DS -OS ADB GIT Basic LDD Audio,resigned,\n
210257,CHINTAKAYALA SAI KANNAN,M,sai.kannan@thundersoft.com,E2,02-08-2021,Active,9822561547,KALYANI POLEPEDDY   [0210167],SIDDALINGESH KOOSALAPUR   [0210194],C - DS -OS  Basic LDD,Onboarded,\n
210258,PRATIKSHA RAMBHAU CHAVAN,F,pratiksha.chavan@thundersoft.com,E2,02-08-2021,Active,9822561548,SIDDALINGESH KOOSALAPUR   [0210194],CHINTALA YOUGHANDHAR   [0210189],C - DS -OS  Basic LDD,Team Change,\n
210259,KUNTHUMURI BALAKRISHNA,M,balakrishna.kunthumuri@thundersoft.com,E2,02-08-2021,Active,9822561549,CHINTALA YOUGHANDHAR   [0210189],SIDDALINGESH KOOSALAPUR   [0210194],C - DS -OS  GIT ADB Python,resigned,\n
210260,Ranjitha B,F,ranjitha.b@thundersoft.com,E2,02-08-2021,Active,9822561550,SIDDALINGESH KOOSALAPUR   [0210194],SRIVALLI OGURI   [0210023],C - DS -OS  GIT,TEAM CHANGE,\n
210261,SHASHIKUMAR KERALE,M,shashikumar.kerale@thundersoft.com,E6,02-08-2021,Resignation,9822561551,SRIVALLI OGURI   [0210023],SHANTHI SINDHU   [0210030],C - DS -OS  GIT  ADB Python,resigned,\n
210262,GODUGU MANOJKUMAR,M,manoj.godugu@thundersoft.com,E6,02-08-2021,Resignation,9822561552,SHANTHI SINDHU   [0210030],DURYODANULA ANIL KUMAR   [0210088],C - DS -OS   GIT  ADB Python Perl,resigned,\n
210263,SAI TEJA MADDA,M,teja.madda@thundersoft.com,E2,04-08-2021,Active,9822561553,DURYODANULA ANIL KUMAR   [0210088],DURYODANULA ANIL KUMAR   [0210088],C - DS -OS  GIT  ADB Python Modem Basics embedded concepts in DD,Bench,\n
210264,KESANA BHAVANEE,F,bhavanee.kesana@thundersoft.com,E2,04-08-2021,Active,9822561554,DURYODANULA ANIL KUMAR   [0210088],SRIVALLI OGURI   [0210023],C - DS -OS   GIT,Visteon Audio,\n
210265,INTI SRAVANA RAMA SATYA VINAY,M,vinay.inti@thundersoft.com,E2,04-08-2021,Active,9822561555,SRIVALLI OGURI   [0210023],DURYODANULA ANIL KUMAR   [0210088],C - DS -OS   GIT,Bench,\n
210266,ANGADALA DURGA DEVI,F,durga.angadala@thundersoft.com,E2,04-08-2021,Active,9822561556,DURYODANULA ANIL KUMAR   [0210088],DURYODANULA ANIL KUMAR   [0210088],C - DS -OS  Basic LDD GIT  Audio,QC-HYD,\n
210267,SHAIK HAMEED,M,hameed.shaik@thundersoft.com,E2,04-08-2021,Active,9822561557,DURYODANULA ANIL KUMAR   [0210088],TELLAPATI REDDAIAH   [0210154],C - DS -OS  GIT,Bench,\n
210269,SURENDRA GUDURI,M,surendra.guduri@thundersoft.com,E2,04-08-2021,Active,9822561558,TELLAPATI REDDAIAH   [0210154],KALYANI POLEPEDDY   [0210167],C - DS -OS  GIT,Micron,\n
210270,KAYITHA NIKITHA,F,nikitha.kayitha@thundersoft.com,E6,04-08-2021,Termination,9822561559,KALYANI POLEPEDDY   [0210167],FARIDA M   [0210179],C - DS -OS  GIT,Visteon Audio,\n
210271,CHINTA VENKATA SAI PHANEENDHRA,F,phaneendhra.chinta@thundersoft.com,E2,04-08-2021,Active,9822561560,FARIDA M   [0210179],SIDDALINGESH KOOSALAPUR   [0210194],C - DS -OS  ADB GIT Basic LDD,Team Change,\n
210272,TODKAR AISHWARYA DASHARATH,F,aishwarya.todkar@thundersoft.com,E2,04-08-2021,Active,9822561561,SIDDALINGESH KOOSALAPUR   [0210194],RAJ KUMAR THAVTI  [0210298],C - DS -OS  GIT,Mavenir,\n
210273,GOSALA KALYAN BABU,M,kalyanbabu.gosala@thundersoft.com,E2,05-08-2021,Active,9822561562,RAJ KUMAR THAVTI  [0210298],DURYODANULA ANIL KUMAR   [0210088],C - DS -OS  GIT,Micron,\n
210274,veeravalli karthik,F,karthik.veeravalli@thundersoft.com,E2,05-08-2021,Active,9822561563,DURYODANULA ANIL KUMAR   [0210088],CHINTALA YOUGHANDHAR   [0210189],C - DS -OS  GIT,resigned,\n
210275,Rohan Shinde,M,rohan.shinde@thundersoft.com,E2,05-08-2021,Active,9822561564,CHINTALA YOUGHANDHAR   [0210189],RAJ KUMAR THAVTI  [0210298],C - DS -OS ADB GIT Basic LDD Audio,Team Change,\n
